flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,sheath_gain,bleed_rate,split_threshold,family_radius,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,same_family_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,pollution,phase_lock_resistance,score
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.08,0.08,0.08,0.36,2,0.7110552763819096,0.4155653450807636,0.06310160427807486,0.20855614973262032,0.4608501118568233,0.10738255033557047,0.4608501118568233,0.0738255033557047,0.0,0.5391498881431768,0.03744708563985672,0.5953700190713498,0.7873929999818403
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.2,0.12,0.08,0.24,2,0.6935933147632312,0.4095394736842105,0.059893048128342244,0.2898395721925134,0.45918367346938777,0.08928571428571429,0.45918367346938777,0.1683673469387755,0.0,0.5408163265306123,0.0371214588082058,0.5983749918193277,0.7481540480607586
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.14,0.04,0.04,0.24,2,0.7196969696969697,0.4185022026431718,0.06631016042780749,0.2053475935828877,0.41374045801526715,0.12366412213740458,0.41374045801526715,0.1465648854961832,0.0,0.5862595419847328,0.03451644415499837,0.6032031873238737,0.7575432942997867
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.14,0.04,0.04,0.36,2,0.697560975609756,0.4109195402298851,0.06310160427807486,0.1925133689839572,0.40606060606060607,0.11969696969696969,0.40606060606060607,0.08636363636363636,0.0,0.593939393939394,0.04135460761966786,0.6007357685223387,0.7711473722868775
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.2,0.04,0.12,0.24,1,0.7519181585677749,0.4291970802919708,0.08128342245989305,0.18609625668449198,0.4144329896907217,0.15876288659793814,0.4144329896907217,0.22268041237113403,0.0,0.5855670103092784,0.04135460761966786,0.5984147172161778,0.7420467206035776
silver,metallic,0.43821356237309517,21,13,0.04,0.78,21,0.2,0.12,0.08,0.36,1,0.654054054054054,0.3954248366013072,0.06203208556149733,0.28342245989304815,0.40487804878048783,0.15609756097560976,0.40487804878048783,0.1024390243902439,0.0,0.5951219512195122,0.0348420709866493,0.599441423692356,0.7587452540474388
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.08,0.08,0.08,0.24,1,0.713091922005571,0.416260162601626,0.07165775401069518,0.27058823529411763,0.7925925925925926,0.2518518518518518,0.7925925925925926,0.337037037037037,0.0962962962962963,0.2074074074074074,0.0371214588082058,0.5929995136565784,0.6834722642070828
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.14,0.04,0.12,0.36,1,0.7531172069825436,0.4295874822190612,0.06951871657754011,0.1786096256684492,0.7870370370370371,0.24691358024691357,0.7870370370370371,0.24074074074074073,0.09567901234567901,0.21296296296296297,0.04395962227287528,0.5944175104766924,0.714276805633203
silver,metallic,0.43821356237309517,21,13,0.08,0.58,13,0.14,0.08,0.12,0.24,1,0.7209944751381215,0.4189406099518459,0.06951871657754011,0.2641711229946524,0.762962962962963,0.22592592592592592,0.762962962962963,0.36666666666666664,0.1,0.23703703703703705,0.03386519049169651,0.5946176196849231,0.6885380157167201
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.14,0.08,0.08,0.24,2,0.6578947368421053,0.3968253968253968,0.05668449197860963,0.4042780748663102,0.7710843373493976,0.178714859437751,0.7710843373493976,0.21485943775100402,0.0823293172690763,0.2289156626506024,0.02637577336372517,0.5887082826074796,0.6964970076565101
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,0.04,0.04,0.36,2,0.684971098265896,0.4065180102915952,0.059893048128342244,0.3165775401069519,0.7836456558773425,0.18568994889267462,0.7836456558773425,0.151618398637138,0.07836456558773425,0.21635434412265758,0.03386519049169651,0.5954497618554053,0.7247740812424586
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,0.04,0.12,0.36,1,0.7002652519893899,0.4118564742589704,0.06524064171122995,0.24919786096256685,0.785876993166287,0.2847380410022779,0.785876993166287,0.1867881548974943,0.08200455580865604,0.214123006833713,0.03744708563985672,0.5965570695729423,0.7280829038103904
silver,metallic,0.43821356237309517,21,13,0.08,0.58,21,0.2,0.08,0.12,0.24,2,0.6735395189003437,0.4024640657084189,0.052406417112299465,0.4267379679144385,0.78125,0.175,0.78125,0.24583333333333332,0.08333333333333333,0.21875,0.02702702702702703,0.5914047581299517,0.6858745802418159
silver,metallic,0.43821356237309517,21,13,0.08,0.68,13,0.2,0.12,0.04,0.36,2,0.6996904024767802,0.4116575591985428,0.05454545454545454,0.3582887700534759,0.6790830945558739,0.12607449856733524,0.6790830945558739,0.1174785100286533,0.0,0.3209169054441261,0.02963204168023445,0.5891661950126976,0.7696829811423058
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,0.08,0.04,0.24,1,0.7263681592039801,0.4207492795389049,0.07914438502673797,0.1786096256684492,0.4358974358974359,0.1282051282051282,0.4358974358974359,0.22435897435897437,0.0,0.5641025641025641,0.04005210029306415,0.5954413073430942,0.7378027016421901
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,0.12,0.04,0.24,2,0.6972222222222222,0.41080196399345337,0.06524064171122995,0.2812834224598931,0.46943765281173594,0.09046454767726161,0.46943765281173594,0.15403422982885084,0.0,0.530562347188264,0.03516769781830023,0.5962556868512552,0.7560241577145712
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.08,0.12,0.04,0.36,1,0.6641604010025063,0.3990963855421687,0.07272727272727272,0.21711229946524063,0.43478260869565216,0.14130434782608695,0.43478260869565216,0.12681159420289856,0.0,0.5652173913043478,0.036795831976554866,0.5955193540675638,0.7588108390212781
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,0.08,0.08,0.36,2,0.7389033942558747,0.42492492492492495,0.06417112299465241,0.2235294117647059,0.45739910313901344,0.09192825112107623,0.45739910313901344,0.07399103139013453,0.0,0.5426008968609866,0.04005210029306415,0.5978733658151043,0.7898422881354512
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,0.12,0.08,0.24,2,0.7044198895027625,0.413290113452188,0.06096256684491978,0.279144385026738,0.45905707196029777,0.0967741935483871,0.45905707196029777,0.14392059553349876,0.0,0.5409429280397022,0.0371214588082058,0.5997193868275372,0.7596765665668292
silver,metallic,0.43821356237309517,21,13,0.08,0.78,13,0.14,0.12,0.08,0.36,2,0.717032967032967,0.4176,0.057754010695187166,0.2737967914438503,0.4543269230769231,0.0889423076923077,0.4543269230769231,0.0673076923076923,0.0,0.5456730769230769,0.03809833930315858,0.5964021922369522,0.7853112588515688
