name,family,alpha,window_type,window_size,phase,balance_score,balance_spread,complexity_ratio,complexity_deviation,periodicity_match,best_period,write_count,witness_count,release_count,pollution,delayed_retention,compression_score,compression_score_cap,composite_score
rational_2_3,rational_approx,0.6666666666666666,double,0.34,0.0,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_2_3,rational_approx,0.6666666666666666,double,0.34,0.17,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_2_3,rational_approx,0.6666666666666666,double,0.47,0.0,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_2_3,rational_approx,0.6666666666666666,double,0.47,0.17,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_3_5,rational_approx,0.6,single,0.2,0.0,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.891753837314496,45.010989010989015,5.566782263640973
rational_3_5,rational_approx,0.6,single,0.2,0.17,0.8181818181818182,2.0,0.17882232886739177,0.1717330649148831,0.0,257,4090.0,6.0,0.0,0.0012224938875305623,0.0,16.891753837314496,45.010989010989015,5.251048409494282
rational_3_5,rational_approx,0.6,single,0.34,0.0,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.891753837314496,45.010989010989015,5.566782263640973
rational_3_5,rational_approx,0.6,single,0.34,0.17,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.891753837314496,45.010989010989015,5.566782263640973
rational_3_5,rational_approx,0.6,single,0.47,0.0,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.799994985866412,45.010989010989015,5.565762969758921
rational_3_5,rational_approx,0.6,single,0.47,0.17,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.799994985866412,45.010989010989015,5.565762969758921
rational_3_5,rational_approx,0.6,moving,0.2,0.0,0.18181818181818182,3.0,0.22736294004534327,0.5838068497159405,0.0,257,2454.0,1641.0,1.0,0.0008149959250203749,1.0,11.105081431335424,45.010989010989015,4.202374187215558
rational_3_5,rational_approx,0.6,moving,0.2,0.17,0.18181818181818182,3.0,0.22736294004534327,0.5838068497159405,0.0,257,2448.0,1647.0,1.0,0.0008169934640522876,1.0,11.074329279169172,45.010989010989015,4.2020305825174535
rational_3_5,rational_approx,0.6,moving,0.34,0.0,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,3117.0,979.0,0.0,0.0012832852101379532,0.0,11.19159756117717,45.010989010989015,3.1451829708880115
rational_3_5,rational_approx,0.6,moving,0.34,0.17,0.18181818181818182,3.0,0.23801634913625236,0.6414908323999232,0.0,257,3117.0,979.0,0.0,0.0012832852101379532,0.0,11.19159756117717,45.010989010989015,3.1451829708880115
rational_3_5,rational_approx,0.6,moving,0.47,0.0,0.36363636363636365,3.0,0.2721072582271615,0.6945211354302263,0.0,257,3364.0,731.0,1.0,0.0008917954815695601,0.0,12.272214164352908,45.010989010989015,3.4681844410088947
rational_3_5,rational_approx,0.6,moving,0.47,0.17,0.36363636363636365,3.0,0.2721072582271615,0.6945211354302263,0.0,257,3364.0,731.0,1.0,0.0008917954815695601,0.0,12.272214164352908,45.010989010989015,3.4681844410088947
rational_3_5,rational_approx,0.6,double,0.2,0.0,1.0,1.0,0.17600355461360853,0.23810886083613356,0.0,257,4091.0,5.0,0.0,0.0012221950623319481,0.0,16.88659289816469,45.010989010989015,5.848251946266206
rational_3_5,rational_approx,0.6,double,0.2,0.17,1.0,1.0,0.17600355461360853,0.23810886083613356,0.0,257,4091.0,5.0,0.0,0.0012221950623319481,0.0,16.88659289816469,45.010989010989015,5.848251946266206
rational_3_5,rational_approx,0.6,double,0.34,0.0,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.88659289816469,45.010989010989015,5.566724933872585
rational_3_5,rational_approx,0.6,double,0.34,0.17,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.88659289816469,45.010989010989015,5.566724933872585
rational_3_5,rational_approx,0.6,double,0.47,0.0,0.5454545454545454,2.0,0.2044347803598253,0.3726664749392023,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,12.5336659847313,45.010989010989015,4.256249675227639
rational_3_5,rational_approx,0.6,double,0.47,0.17,0.5454545454545454,2.0,0.2044347803598253,0.3726664749392023,0.2,5,4092.0,4.0,0.0,0.0012218963831867058,0.0,12.5336659847313,45.010989010989015,4.256249675227639
rational_5_8,rational_approx,0.625,single,0.2,0.0,0.8181818181818182,2.0,0.19016383039390228,0.16466462830099193,0.125,8,3069.0,1027.0,0.0,0.0013033561420658195,0.0,10.889889066294982,45.010989010989015,5.066364878609158
rational_5_8,rational_approx,0.625,single,0.2,0.17,1.0,1.0,0.18022064857572048,0.1183442819806456,0.125,8,3579.0,516.0,1.0,0.0008382229673093043,0.0,15.44557860400037,45.010989010989015,5.827393136283007
rational_5_8,rational_approx,0.625,single,0.34,0.0,1.0,1.0,0.18022064857572048,0.1183442819806456,0.125,8,3069.0,1027.0,0.0,0.0013033561420658195,0.0,15.383585658039264,45.010989010989015,5.826239360764199
rational_5_8,rational_approx,0.625,single,0.34,0.17,0.8181818181818182,2.0,0.19016383039390228,0.16466462830099193,0.125,8,3068.0,1028.0,0.0,0.0009778357235984355,0.0,10.89414958627397,45.010989010989015,5.066737726581103
rational_5_8,rational_approx,0.625,single,0.47,0.0,0.5454545454545454,2.0,0.2498229213029932,0.2919373555737192,0.125,8,4092.0,4.0,0.0,0.0012218963831867058,0.0,12.740654769755198,45.010989010989015,4.414278108489261
rational_5_8,rational_approx,0.625,single,0.47,0.17,1.0,1.0,0.18022064857572048,0.1183442819806456,0.125,8,3069.0,1027.0,0.0,0.0009775171065493646,0.0,15.374991476107398,45.010989010989015,5.826469732202573
rational_5_8,rational_approx,0.625,moving,0.2,0.0,0.2727272727272727,2.0,0.2294936218635251,0.60815749906659,0.0,257,2658.0,1438.0,0.0,0.001128668171557562,1.0,10.34807496542271,45.010989010989015,4.651118917993432
